symbol,1 wk,1 mo,3 mo,6 mo,1 yr
SPY,-0.023769986876288937,-0.03147592174711323,0.15259390535994824,0.06155050497527563,0.20458204936107727
QQQ,-0.044990895899626564,-0.03847356895217266,0.25724135710268925,0.1350317246064889,0.29966981084283456
XLB,-0.0003248768838882511,0.00843395889022403,0.05894843853314513,0.13481764227784712,0.19693356430249206
XLC,-0.027300681663413144,-0.0874951539218175,-0.005400407399550995,-0.09561187562168719,0.010221657981621748
XLE,0.008430532397605498,-0.04787867029042635,-0.1332591156173103,0.2299653682937397,0.2945545936073004
XLF,0.0034838547479014094,0.04850068458990988,0.1243804664062999,-0.030485851591863743,0.050319731140991
XLI,0.004049684059729852,0.045124443862173194,0.1409712835632377,0.15649217766289714,0.26266976208541704
XLK,-0.05283732268341018,-0.02957012070906659,0.3956652012428704,0.24092004964369568,0.4501969938557447
XLP,0.02403199276485939,0.010326483445621579,0.04306511368671122,0.09805245858144548,0.08607652542630118
XLRE,0.04039469660248922,0.027509826458737518,0.1405076579095816,0.13591038587008317,0.14199594719430644
XLU,0.03873609609090722,0.04176176699427613,0.019825129655387838,0.09356766673936118,0.1698814600942789
XLV,0.07791973998827059,0.0673462960908093,0.12411845005026025,0.0378865682259893,0.21538737189034668
XLY,-0.0218328487827076,-0.06110057810404924,0.08442527854405352,-0.06332928751083824,0.07210197679440604
XHB,0.04295217942940256,0.12687953686677317,0.2000975129927303,0.10685925648374393,0.19213184452540816
SOXX,-0.07742591289389317,0.03641175336329548,0.8245498985649268,0.9290720114566506,1.4790763035705308
SMH,-0.07314966357519546,0.01963889768767813,0.6342284569138277,0.6794628882115495,1.2131614665964412
IGV,-0.009989897856100579,-0.07800984146513519,0.1473015784700337,-0.18492083185235628,-0.18851974640266778
XBI,0.10522389943270768,0.14366576313144735,0.3005026099859375,0.231410191038356,0.8651056475091093
IWM,0.01434419296999225,0.02913184775556002,0.23627056149782322,0.19136024920772352,0.40634892361557545
MAGS,-0.05867970660146694,-0.13080287850994782,0.11091073038773668,-0.08309409598725237,0.13625659837403445
FNGS,-0.06305950500263287,-0.0843946996011836,0.2315279460114207,0.02846820809248553,0.10409556313993187
IWY,-0.03657269515827389,-0.06604508445677845,0.1565043153798784,-0.00777607658822816,0.14786476729633477
SPMO,-0.034184584467072565,0.028667720933362385,0.3999989569726317,0.2751491211352644,0.39762065014778664
ARKK,-0.025688988651951645,-0.03555116652265164,0.20888132446232402,-0.031246125232486176,0.09995776432493304
