symbol,1 wk,1 mo,3 mo,6 mo,1 yr
SPY,0.014272095873621162,-0.01002529730433348,0.1385244953131986,0.09799881065194999,0.21365484310879326
QQQ,-0.00527652921633766,-0.04141902815614823,0.21950416263096423,0.16272668867905038,0.29995421103971603
XLB,0.0032793209876542167,0.011131183258284955,0.035602122429486426,0.15619356681076807,0.15828132560313055
XLC,0.03807539306686869,-0.01953050019193612,-0.016194972798386817,-0.06354793155902441,0.03286164543203008
XLE,-0.016084303937881392,-0.08705679296872294,-0.0953772880200412,0.20655593753501017,0.26227691049690954
XLF,0.040598690364826835,0.09718443092419554,0.12686799921536643,0.024259006635080696,0.07331186313820895
XLI,-0.0011405605040191611,0.05923153246952993,0.12572051185387126,0.1917978914301232,0.25716163134062375
XLK,-0.021563634393455003,-0.07861078250304147,0.32954045260310555,0.25738243866767185,0.4314941986784004
XLP,0.012508934953538208,0.04167260643629746,0.04510711130666346,0.10792217260207392,0.062497668099682185
XLRE,0.0020183897734917314,0.03578171966194347,0.08307768859578586,0.12435186979240768,0.10599371533176886
XLU,-0.001962922573609671,0.0535582087008745,-0.006235880398385558,0.08619743858100165,0.1578838364937839
XLV,0.0521107755574119,0.11457863945706159,0.1201967049374548,0.0667417563323009,0.23070655914357893
XLY,0.03325981473312757,0.005376881245889469,0.08513771010496722,-0.015263058521907746,0.07292972542830312
XHB,-0.028985507246376805,0.08504088817957234,0.14767764073464965,0.09652795786520328,0.09191190255911817
SOXX,-0.09417786308381317,-0.07975770682347073,0.6683100470037273,0.8825204635250002,1.3496463089763835
SMH,-0.07001318929782696,-0.07150023514657472,0.5097114600326264,0.6446560964096297,1.112387639210704
IGV,0.1039405379896176,-0.06599806749890069,0.16488665218595097,-0.11451420534926612,-0.13990447903162612
XBI,0.05851309453130157,0.23709402029250184,0.24543980036161434,0.3172469175315724,0.900868807481398
IWM,-0.004449499849453149,0.03688971804767,0.1870033236132745,0.2138826513070249,0.36030525829912846
MAGS,0.06598984771573595,-0.0485238234434377,0.11721297408615051,-0.013038204972710726,0.19171789548701182
FNGS,0.039396843291995595,-0.06774189471023187,0.21029865441417794,0.08384423218221902,0.14084454756380502
IWY,0.026886980468891396,-0.043806343886816056,0.13009899635835379,0.02504183115229482,0.15661892530982102
SPMO,-0.05518667000751675,-0.025992820617219387,0.3165310567409838,0.2695464858974106,0.3657256420396538
ARKK,0.0615364515286124,0.039534288638689914,0.18509334889148188,0.05629225169006758,0.15117597052989518
