symbol,1 wk,1 mo,3 mo,6 mo,1 yr
SPY,-0.005865812805230817,0.0063053247991284155,0.03764126889918823,0.07782044709158645,0.17760708460951924
QQQ,-0.015963643162239544,-0.044878416482872184,0.03178928566990066,0.10135849457486792,0.21680825187340522
XLB,0.014446863249554657,-0.011188271604938375,-0.00901588375584239,0.03416595981300578,0.14332925258169477
XLC,-0.039313149570718554,0.006819473385110806,-0.07752934889544699,-0.08584222474843455,-0.009118999493490007
XLE,0.03363384188626903,0.10223701238676268,0.055819588378916436,0.22854879409736417,0.405985820850724
XLF,0.0008887308922858917,0.053507951356407846,0.09891434968663497,0.07018285159853203,0.07741304240417947
XLI,0.018114932278022407,-0.007929611123180578,0.06166982533035582,0.11810469192977137,0.20541530956359072
XLK,0.0016515746910415858,-0.047082407758573974,0.09904268755861252,0.21513540052314153,0.35271679057600436
XLP,-0.012442774973588476,0.0022635215630211784,0.01787591689424019,0.02753024803446906,0.06286370716314423
XLRE,0.011668868339938378,0.03050011213276518,0.057446017370388375,0.13108224173327815,0.11058335358453299
XLU,0.02479521806508739,0.009596510359869088,0.00875703881747367,0.10213418928256733,0.1286389528182257
XLV,0.009187410764169034,0.04459294480498617,0.13247996624332886,0.04109525061770895,0.21831236292936013
XLY,-0.052234927234927245,-0.034759594177326845,-0.07631646047918791,-0.10788055904537448,-0.010252379313449685
XHB,0.0017551963048498636,-0.06452726017943412,0.0013726340757579726,-0.026178459585528356,0.03370661401020431
SOXX,0.009965313044978146,-0.15705374280230333,0.14221640023417068,0.5304729126994804,1.191800223630727
SMH,0.008373313208632207,-0.1188449943474437,0.1081075744411975,0.40265940163463243,0.9559190761914108
IGV,-0.05193965517241372,0.037989617744218954,0.03281664804524778,-0.09941686200483564,-0.21495246307908733
XBI,-0.024504084014002343,-0.007322382742925085,0.13012055835944894,0.17637041563611996,0.7276284909743017
IWM,-0.009760576792273174,-0.025894081830651394,0.05496816341030739,0.10408546749994278,0.3159997699100742
MAGS,-0.056194888656404096,0.03405927624037986,-0.051374493014871486,-0.037640963120999786,0.11498624249717068
FNGS,-0.020065075921908947,0.01860202931228872,0.03139269406392698,0.09052504526252263,0.0994828110739277
IWY,-0.016281982465557385,-0.0038772330325761856,-0.01834850667895713,0.008092517955856965,0.08606195017106898
SPMO,0.018208353603447112,-0.08224755700325731,0.11566469762618002,0.24782568026447302,0.2920342764357772
ARKK,-0.044015957446808536,-0.06075254768748374,-0.06026143790849672,-0.10916976456009915,-0.05158311345646434
