symbol,1 wk,1 mo,3 mo,6 mo,1 yr
SPY,0.013655039071940805,0.04334593844022839,0.11393524876038447,0.10074041459123435,0.2196710838601225
QQQ,0.018116755543081627,0.047023564681090674,0.1885868666169533,0.17203889152290847,0.3124253203078674
XLB,-0.021534320323014756,0.02984899586941899,-0.016926285699747117,0.080089707199257,0.12302093092355407
XLC,0.018613138686131445,0.008345539705942956,-0.01767057163046525,-0.04416893214372045,0.05948161429017615
XLE,0.034949267192784655,-0.04768862126477035,-0.025779104120835263,0.19936537570157653,0.2798907420957563
XLF,0.0016181229773463398,0.07034435282456021,0.10112439527283179,0.005177823499302096,0.07321301563875758
XLI,-0.01082051003208096,0.07488145191159341,0.06322520482380728,0.1417324277582777,0.22227429714892658
XLK,0.028739132842350062,0.05305079685443822,0.30416745371261594,0.2910972079011421,0.45337948711425463
XLP,-0.01023649841157772,-0.009150278470511057,0.02838099664392433,0.08595622855621853,0.06601297655227101
XLRE,-0.005147717099373251,-0.003448073725103496,0.04705444098912385,0.11607463863671966,0.10479571175345669
XLU,-0.00764860139860143,0.03860916670981247,-0.026856828467522357,0.09585865148075184,0.13038047193724736
XLV,-0.017711005252229177,0.056875340439784906,0.09662206086662059,0.025847311044743918,0.20039606156514592
XLY,0.0010245901639343437,0.03513866274416315,0.04064032983324333,-0.04240223629580211,0.06743067623438287
XHB,-0.035092395167022054,0.05111240057707121,0.04746832830973503,0.012140101415626853,0.030348669672743876
SOXX,0.026522107642322327,0.07403655008152933,0.5044012732402031,0.8210056273055664,1.3688214732067299
SMH,0.03163990612706615,0.07027377344940534,0.39862204724409445,0.6123014407092721,1.1317006721676808
IGV,-0.012397135834134836,0.00924637436283375,0.2378034413308871,-0.11502505779211943,-0.1532131656972294
XBI,-0.008911878349744527,0.235394356165055,0.22976330957888125,0.28672348873818826,0.8074032266146719
IWM,-0.005343101014853065,0.05189971276557912,0.13543174123834842,0.1507832302863476,0.3303459532768499
MAGS,0.03963133640553015,0.05387729679227667,0.1069676153091267,0.027322404371584876,0.2265555828202776
FNGS,0.023651085476899366,0.057422969187674984,0.171087327439119,0.11029411764705882,0.16927365649682527
IWY,0.025018525706623496,0.03547659886250656,0.11565739685581435,0.053044371829019964,0.1715021822692562
SPMO,0.01935954385732273,0.07170937082458106,0.2484449683807932,0.2973862768455335,0.3791615199832284
ARKK,-0.012369230769230714,0.09909601424462401,0.15810362245634288,-0.0037864680322779965,0.09087819467101689
