symbol,1 wk,1 mo,3 mo,6 mo,1 yr
SPY,-0.015444731439168264,0.0057016864608972284,0.049349032021890386,0.07946580942737558,0.19658887690061833
QQQ,-0.041598323937643795,-0.03655796152540714,0.07281576206859072,0.12091744199931029,0.24361342398502955
XLB,-0.007074081351935536,-0.02500648768854668,-0.022375433492084238,0.040468353253339126,0.14307429078026312
XLC,-0.008867789322823314,0.015968952470726168,-0.06848186725605315,-0.04229188003815993,0.050283221125858354
XLE,0.04720406681190998,0.06256901976812086,0.05580967485971356,0.22801686451989245,0.37232196508535037
XLF,0.009872554299048594,0.04451436943926793,0.07678813023283712,0.04366697874292094,0.08793637691113013
XLI,-0.01379727352682493,0.0013822706041363238,0.036529628266932956,0.08787644977041446,0.19699301866127597
XLK,-0.054849822370545795,-0.05383059516534987,0.1389587004748697,0.2100460343505489,0.3521934805312026
XLP,0.012719923918211997,0.025157967685382275,0.040325233275630576,0.047297806224322135,0.0795725805098426
XLRE,0.021822272215972976,0.04192108088263902,0.02997459366796994,0.10597088956376693,0.12592836559449358
XLU,-0.005285179475886257,0.0224308807411898,-0.015223636097398862,0.049573645684289944,0.12713634353152603
XLV,0.0015543397164884357,0.07354846461562277,0.08732855579422649,0.03503505076921026,0.23487296670609262
XLY,-0.015353121801432935,0.0015952422659199984,-0.03933033361599703,-0.05541374795379173,0.0565308791132338
XHB,-0.003314611914188375,0.010049229663234715,0.010802646337686867,-0.059544768874361,0.06363831210516437
SOXX,-0.10240134860838766,-0.1299251329765062,0.2557906977966629,0.5490297104463219,1.126423454035258
SMH,-0.08919365661260495,-0.1080821193326603,0.19900465356773514,0.4039252289296434,0.9136786482250934
IGV,0.004220322475922526,0.04082548227904891,0.0909362223052747,-0.06978498903883394,-0.16614092360332253
XBI,-0.02999434069043583,0.10772685816887617,0.11347837859779811,0.2417052413363346,0.7583641881706207
IWM,-0.006588060407446159,0.01435076583413835,0.06872765773754677,0.11202865845132264,0.32677533622897753
MAGS,-0.011377068557919772,0.0367214130771613,0.006922498118886286,0.027961284375479997,0.19551908150444938
FNGS,-0.02304635761589397,0.001153715643026915,0.06805676223573708,0.09900916337629458,0.1375694016039482
IWY,-0.03797163315890949,-0.01912951912951909,0.005648831078269755,0.020630548499905053,0.11178412768976634
SPMO,-0.0641300813008131,-0.07319925968713492,0.12321314973670806,0.20708547977248934,0.2760717746920309
ARKK,-0.06286996074521779,-0.04191616766467056,-0.05086457150069419,-0.08214329305504703,-0.0136411332633787
