symbol,1 wk,1 mo,3 mo,6 mo,1 yr
SPY,0.004740636263908472,0.02987831813983381,0.016836490077412957,0.12685135092148137,0.1986897040006271
QQQ,0.004190962099125218,0.04133781014258919,-0.03435957789735614,0.18093313940584582,0.24742346434095597
XLB,-0.006723944714232339,0.0545310331152092,0.048293066901820475,0.00681506918517221,0.17508400266631013
XLC,0.01427289048473958,0.043883961566888396,-0.02006726904394721,-0.03581143259937565,0.025120495814695203
XLE,-0.015084852294154632,0.0525608732157851,0.10167967583128101,0.11385005796055137,0.4375360469994492
XLF,0.010786360473208152,0.020372321742184823,0.13362652072507522,0.142300364068618,0.09556011656541927
XLI,-0.017253814147018105,-0.015013345195729631,0.03000412257826636,-0.00466021396033406,0.16936853750165873
XLK,0.01298347062353388,0.05896777872825779,-0.050315409198503344,0.33393753980153434,0.4005722438768174
XLP,-0.006279799976741389,0.004703115814226992,0.04897031993643054,-0.0245834290508867,0.09433563243642662
XLRE,-0.013309671694764895,-0.013090747725760004,0.0368645925285614,0.028336067125993254,0.09319334146019932
XLU,-0.0009352349777883154,-0.03652762119503956,-0.00227937849422214,-0.08593217647522286,0.03777685547471479
XLV,-0.019814454243500215,0.05296831744078735,0.16280118960312984,0.08884555826919592,0.2763872976458407
XLY,-0.006863243518047808,0.009647687139288399,-0.0062794994233008735,0.01956157842080843,0.008911654159423134
XHB,-0.017840375586854515,0.008776159706818368,0.014755755610490652,-0.07278321483024555,-0.08003419737908818
SOXX,-0.021978655898471207,0.007387747826259222,-0.11029528598494098,0.4462712693054622,1.0232669738530848
SMH,-0.013043788587130983,0.023273453832349807,-0.08999522877214909,0.3610325057211054,0.8562924754781245
IGV,0.05930153816387729,0.15775005286529925,0.01689774141207434,0.32318336051765667,0.00394066138182108
XBI,-0.02021360043444153,0.10455071083599758,0.21638777449728885,0.284344009706842,0.8064372310925463
IWM,-0.014035204693959127,0.015625000000000038,0.025841746023666307,0.12570332210838625,0.2650041469303305
MAGS,0.02660523186682509,0.047149787750151606,-0.011308330947609595,0.12108423957149804,0.15595050432861618
FNGS,0.02289979757085005,0.08976951071572983,0.005459452065015893,0.2853736089030206,0.2056367432150312
IWY,0.005179896402071823,0.03914899775671175,-0.04862189303124527,0.0925550902997868,0.10270873585143014
SPMO,-0.01311100652188522,0.020510324688868722,-0.034909200643621525,0.22733137850145807,0.2563960075408782
ARKK,-0.018791323512353443,0.18739472206625504,0.04097957174501597,0.13971975208838594,0.1120021033258842
